merchant_id,state,business_segment,city_tier,acquisition_channel,onboard_date,qr_ready,first_txn,active_7d,retained_30d,high_frequency,device_deployed,qr_ready_date,first_txn_date,active_7d_date,retained_30d_date,device_deployed_date
M003510,Uttar Pradesh,Pharmacy,Tier 3+,Organic QR,2025-11-05,1,0,0,0,0,0,2025-11-06,,,,
M003511,Madhya Pradesh,Kirana/Grocery,Tier 2,Partner,2026-06-20,1,1,1,1,0,0,2026-06-22,2026-06-27,2026-06-27,2026-07-25,
M003512,Maharashtra,Kirana/Grocery,Tier 2,Partner,2026-01-28,1,1,1,1,1,1,2026-01-28,2026-01-30,2026-02-05,2026-02-19,2026-04-11
M003513,Maharashtra,Kirana/Grocery,Tier 3+,Online,2025-08-16,0,0,0,0,0,0,,,,,
M003514,Bihar,Pharmacy,Tier 1,Referral,2025-08-21,0,0,0,0,0,0,,,,,
M003515,Maharashtra,Services,Tier 2,Referral,2025-10-05,1,1,0,0,0,0,2025-10-06,2025-10-07,,,
M003516,Uttar Pradesh,Pharmacy,Tier 3+,Field sales,2026-06-20,1,1,1,0,0,0,2026-06-23,2026-06-26,2026-06-26,,
M003517,Bihar,Services,Tier 3+,Online,2025-08-31,1,1,1,0,0,0,2025-09-03,2025-09-02,2025-09-04,,
M003518,Rajasthan,Food & Beverage,Tier 3+,Partner,2026-05-26,1,1,1,0,0,0,2026-05-27,2026-05-31,2026-05-30,,
M003519,Karnataka,Kirana/Grocery,Tier 2,Referral,2026-03-05,1,1,1,1,0,1,2026-03-07,2026-03-08,2026-03-14,2026-03-25,2026-06-01
M003520,Telangana,Kirana/Grocery,Tier 1,Online,2026-06-02,1,1,1,0,0,0,2026-06-02,2026-06-08,2026-06-10,,
M003521,West Bengal,Food & Beverage,Tier 2,Field sales,2026-04-28,1,0,0,0,0,0,2026-05-01,,,,
M003522,Uttar Pradesh,Services,Tier 1,Field sales,2025-10-30,1,1,1,0,0,0,2025-10-30,2025-11-04,2025-11-05,,
M003523,Maharashtra,Other,Tier 3+,Referral,2026-04-29,1,0,0,0,0,0,2026-04-29,,,,
M003524,Karnataka,Kirana/Grocery,Tier 1,Online,2025-08-31,0,0,0,0,0,0,,,,,
M003525,Telangana,Services,Tier 2,Referral,2025-10-15,1,1,0,0,0,0,2025-10-17,2025-10-22,,,
M003526,West Bengal,Kirana/Grocery,Tier 2,Organic QR,2025-09-16,1,1,0,0,0,0,2025-09-19,2025-09-19,,,
M003527,Telangana,Pharmacy,Tier 1,Field sales,2025-08-18,1,0,0,0,0,0,2025-08-20,,,,
M003528,Maharashtra,Kirana/Grocery,Tier 1,Organic QR,2025-08-02,0,0,0,0,0,0,,,,,
M003529,Uttar Pradesh,Services,Tier 2,Organic QR,2025-09-07,0,0,0,0,0,0,,,,,
M003530,Maharashtra,Kirana/Grocery,Tier 1,Online,2025-08-13,1,1,1,1,1,1,2025-08-14,2025-08-15,2025-08-23,2025-09-11,2025-09-29
M003531,Karnataka,Kirana/Grocery,Tier 3+,Organic QR,2025-11-16,0,0,0,0,0,0,,,,,
M003532,West Bengal,Services,Tier 3+,Organic QR,2025-07-27,0,0,0,0,0,0,,,,,
M003533,Bihar,Food & Beverage,Tier 1,Organic QR,2025-07-23,0,0,0,0,0,0,,,,,
M003534,Maharashtra,Food & Beverage,Tier 3+,Online,2026-06-27,1,1,1,0,0,0,2026-06-28,2026-06-29,2026-07-03,,
M003535,Uttar Pradesh,Food & Beverage,Tier 2,Partner,2025-08-02,0,0,0,0,0,0,,,,,
M003536,Maharashtra,Other,Tier 1,Field sales,2025-07-28,1,1,1,1,1,1,2025-07-28,2025-08-01,2025-08-05,2025-08-24,2025-08-20
M003537,Maharashtra,Kirana/Grocery,Tier 1,Organic QR,2025-07-11,1,1,0,0,0,0,2025-07-11,2025-07-18,,,
M003538,Rajasthan,Services,Tier 3+,Organic QR,2025-08-18,1,1,1,1,1,0,2025-08-18,2025-08-19,2025-08-28,2025-09-17,
M003539,Uttar Pradesh,Fashion/Retail,Tier 2,Field sales,2026-01-09,1,1,1,0,0,0,2026-01-10,2026-01-12,2026-01-14,,
M003540,Bihar,Services,Tier 1,Partner,2026-04-28,0,0,0,0,0,0,,,,,
M003541,West Bengal,Food & Beverage,Tier 3+,Field sales,2026-03-26,1,1,0,0,0,0,2026-03-28,2026-03-27,,,
M003542,Karnataka,Services,Tier 3+,Organic QR,2026-01-28,1,1,0,0,0,0,2026-01-28,2026-01-29,,,
M003543,West Bengal,Kirana/Grocery,Tier 3+,Organic QR,2025-08-01,1,0,0,0,0,0,2025-08-03,,,,
M003544,Uttar Pradesh,Services,Tier 2,Organic QR,2026-04-09,1,1,1,1,0,0,2026-04-11,2026-04-14,2026-04-13,2026-05-06,
M003545,Karnataka,Food & Beverage,Tier 3+,Organic QR,2025-07-14,1,1,0,0,0,0,2025-07-14,2025-07-21,,,
M003546,Madhya Pradesh,Pharmacy,Tier 2,Partner,2026-02-16,1,1,1,1,0,0,2026-02-17,2026-02-23,2026-02-22,2026-03-11,
M003547,Maharashtra,Fashion/Retail,Tier 1,Field sales,2025-11-27,1,1,1,1,1,0,2025-11-28,2025-12-01,2025-12-03,2025-12-26,
M003548,Uttar Pradesh,Kirana/Grocery,Tier 3+,Field sales,2026-05-18,1,1,0,0,0,0,2026-05-21,2026-05-18,,,
M003549,Bihar,Kirana/Grocery,Tier 2,Referral,2025-10-21,1,1,1,1,1,0,2025-10-22,2025-10-27,2025-10-28,2025-11-23,
M003550,Karnataka,Food & Beverage,Tier 3+,Online,2026-02-19,1,1,0,0,0,0,2026-02-22,2026-02-24,,,
M003551,Madhya Pradesh,Services,Tier 2,Field sales,2025-12-08,1,1,1,1,1,0,2025-12-08,2025-12-10,2025-12-15,2025-12-29,
M003552,Karnataka,Food & Beverage,Tier 2,Field sales,2026-01-07,1,0,0,0,0,0,2026-01-10,,,,
M003553,Madhya Pradesh,Services,Tier 1,Online,2026-06-08,0,0,0,0,0,0,,,,,
M003554,Maharashtra,Services,Tier 2,Field sales,2026-03-18,1,1,0,0,0,0,2026-03-21,2026-03-25,,,
M003555,Maharashtra,Other,Tier 3+,Online,2025-11-29,0,0,0,0,0,0,,,,,
M003556,Uttar Pradesh,Food & Beverage,Tier 3+,Referral,2025-12-11,1,1,0,0,0,0,2025-12-13,2025-12-12,,,
M003557,Madhya Pradesh,Kirana/Grocery,Tier 2,Field sales,2026-03-15,1,1,1,1,1,0,2026-03-18,2026-03-19,2026-03-22,2026-04-08,
M003558,Maharashtra,Food & Beverage,Tier 1,Field sales,2025-11-04,1,1,1,1,0,0,2025-11-06,2025-11-05,2025-11-07,2025-12-07,
M003559,Madhya Pradesh,Services,Tier 1,Online,2025-08-31,1,1,0,0,0,0,2025-09-01,2025-09-04,,,
M003560,Karnataka,Kirana/Grocery,Tier 3+,Field sales,2025-12-18,1,0,0,0,0,0,2025-12-18,,,,
M003561,Uttar Pradesh,Kirana/Grocery,Tier 2,Organic QR,2025-07-25,1,1,0,0,0,0,2025-07-28,2025-07-31,,,
M003562,Telangana,Food & Beverage,Tier 3+,Field sales,2025-08-31,1,1,1,1,0,0,2025-08-31,2025-09-05,2025-09-09,2025-10-04,
M003563,Maharashtra,Pharmacy,Tier 1,Partner,2025-12-01,1,1,1,0,0,0,2025-12-03,2025-12-08,2025-12-06,,
M003564,West Bengal,Other,Tier 1,Referral,2026-04-17,1,1,1,1,1,0,2026-04-17,2026-04-23,2026-04-26,2026-05-10,
M003565,Uttar Pradesh,Food & Beverage,Tier 2,Partner,2026-04-12,1,1,1,1,0,1,2026-04-12,2026-04-19,2026-04-19,2026-05-14,2026-05-27
M003566,Bihar,Kirana/Grocery,Tier 2,Field sales,2025-10-04,1,1,1,1,0,1,2025-10-05,2025-10-11,2025-10-09,2025-10-30,2025-12-14
M003567,Uttar Pradesh,Food & Beverage,Tier 2,Organic QR,2025-12-02,0,0,0,0,0,0,,,,,
M003568,Uttar Pradesh,Food & Beverage,Tier 1,Partner,2025-08-26,0,0,0,0,0,0,,,,,
M003569,Rajasthan,Other,Tier 3+,Field sales,2026-04-02,1,1,1,1,0,1,2026-04-05,2026-04-07,2026-04-12,2026-05-03,2026-05-24
M003570,West Bengal,Food & Beverage,Tier 2,Referral,2025-09-28,1,1,1,1,0,0,2025-09-28,2025-09-30,2025-10-03,2025-10-27,
M003571,Bihar,Pharmacy,Tier 3+,Partner,2026-04-18,0,0,0,0,0,0,,,,,
M003572,Uttar Pradesh,Other,Tier 2,Field sales,2026-05-04,1,1,1,0,0,0,2026-05-04,2026-05-09,2026-05-10,,
M003573,Rajasthan,Services,Tier 2,Online,2026-03-09,1,1,0,0,0,0,2026-03-09,2026-03-09,,,
M003574,Rajasthan,Kirana/Grocery,Tier 2,Organic QR,2025-10-29,1,1,1,1,1,0,2025-10-30,2025-10-31,2025-11-03,2025-11-24,
M003575,Uttar Pradesh,Services,Tier 2,Field sales,2026-06-13,1,1,0,0,0,0,2026-06-14,2026-06-16,,,
M003576,Rajasthan,Food & Beverage,Tier 2,Field sales,2026-03-08,1,1,0,0,0,0,2026-03-11,2026-03-11,,,
M003577,Uttar Pradesh,Food & Beverage,Tier 2,Field sales,2026-02-21,1,1,1,0,0,0,2026-02-22,2026-02-23,2026-02-28,,
M003578,Bihar,Other,Tier 1,Field sales,2026-05-09,1,1,1,1,0,1,2026-05-12,2026-05-09,2026-05-12,2026-05-29,2026-07-25
M003579,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2026-05-18,1,1,1,1,1,1,2026-05-21,2026-05-25,2026-05-26,2026-06-12,2026-07-22
M003580,West Bengal,Food & Beverage,Tier 2,Referral,2025-07-29,1,1,1,1,1,0,2025-07-30,2025-08-02,2025-08-01,2025-08-27,
M003581,Madhya Pradesh,Kirana/Grocery,Tier 1,Partner,2026-05-18,1,1,1,1,1,0,2026-05-20,2026-05-21,2026-05-22,2026-06-19,
M003582,Rajasthan,Kirana/Grocery,Tier 3+,Field sales,2026-04-06,1,1,1,0,0,0,2026-04-08,2026-04-13,2026-04-16,,
M003583,Bihar,Services,Tier 1,Partner,2025-09-14,1,1,1,1,1,0,2025-09-16,2025-09-20,2025-09-18,2025-10-07,
M003584,Maharashtra,Pharmacy,Tier 3+,Partner,2025-10-21,1,1,1,1,0,1,2025-10-24,2025-10-26,2025-10-26,2025-11-13,2026-01-16
M003585,Uttar Pradesh,Services,Tier 2,Organic QR,2026-04-01,0,0,0,0,0,0,,,,,
M003586,Karnataka,Food & Beverage,Tier 1,Online,2025-09-18,1,1,0,0,0,0,2025-09-18,2025-09-21,,,
M003587,Maharashtra,Kirana/Grocery,Tier 1,Field sales,2025-12-13,1,1,1,1,0,0,2025-12-16,2025-12-16,2025-12-19,2026-01-14,
M003588,West Bengal,Food & Beverage,Tier 1,Field sales,2026-03-09,1,1,0,0,0,0,2026-03-11,2026-03-12,,,
M003589,Madhya Pradesh,Services,Tier 1,Field sales,2026-02-23,1,1,1,1,0,0,2026-02-23,2026-02-25,2026-03-01,2026-03-18,
M003590,Uttar Pradesh,Fashion/Retail,Tier 1,Field sales,2026-05-29,0,0,0,0,0,0,,,,,
M003591,Karnataka,Services,Tier 2,Organic QR,2025-08-10,0,0,0,0,0,0,,,,,
M003592,Bihar,Fashion/Retail,Tier 1,Field sales,2025-10-16,1,1,1,0,0,0,2025-10-17,2025-10-23,2025-10-23,,
M003593,Uttar Pradesh,Fashion/Retail,Tier 2,Organic QR,2026-06-25,1,1,1,1,0,0,2026-06-25,2026-06-28,2026-06-28,2026-07-19,
M003594,Madhya Pradesh,Food & Beverage,Tier 1,Online,2026-01-24,1,1,1,1,1,0,2026-01-25,2026-01-27,2026-01-29,2026-02-19,
M003595,West Bengal,Services,Tier 1,Referral,2025-09-29,1,0,0,0,0,0,2025-09-29,,,,
M003596,Telangana,Pharmacy,Tier 1,Partner,2025-10-14,1,1,1,0,0,0,2025-10-16,2025-10-16,2025-10-20,,
M003597,Karnataka,Other,Tier 1,Partner,2025-11-01,1,1,1,1,1,0,2025-11-01,2025-11-04,2025-11-04,2025-11-30,
M003598,Karnataka,Food & Beverage,Tier 1,Partner,2026-01-19,1,0,0,0,0,0,2026-01-19,,,,
M003599,Maharashtra,Services,Tier 1,Organic QR,2025-10-12,1,1,0,0,0,0,2025-10-15,2025-10-19,,,
M003600,Uttar Pradesh,Food & Beverage,Tier 2,Organic QR,2026-02-12,0,0,0,0,0,0,,,,,
M003601,Maharashtra,Pharmacy,Tier 3+,Field sales,2025-12-10,1,1,1,1,1,0,2025-12-11,2025-12-16,2025-12-13,2026-01-04,
M003602,Maharashtra,Other,Tier 1,Field sales,2026-02-08,1,1,1,1,0,0,2026-02-08,2026-02-13,2026-02-17,2026-03-07,
M003603,Karnataka,Other,Tier 1,Organic QR,2025-08-26,0,0,0,0,0,0,,,,,
M003604,Maharashtra,Kirana/Grocery,Tier 2,Organic QR,2026-02-13,1,1,1,1,0,1,2026-02-16,2026-02-18,2026-02-23,2026-03-20,2026-04-14
M003605,Bihar,Kirana/Grocery,Tier 2,Field sales,2026-06-03,0,0,0,0,0,0,,,,,
M003606,Maharashtra,Pharmacy,Tier 1,Field sales,2025-08-19,1,1,0,0,0,0,2025-08-22,2025-08-21,,,
M003607,Madhya Pradesh,Services,Tier 3+,Referral,2025-10-28,1,1,0,0,0,0,2025-10-29,2025-10-29,,,
M003608,Karnataka,Other,Tier 3+,Field sales,2026-03-11,1,1,1,1,0,0,2026-03-12,2026-03-14,2026-03-19,2026-04-14,
M003609,Maharashtra,Food & Beverage,Tier 3+,Organic QR,2026-02-11,1,0,0,0,0,0,2026-02-13,,,,
M003610,Maharashtra,Fashion/Retail,Tier 3+,Field sales,2026-03-04,1,0,0,0,0,0,2026-03-04,,,,
M003611,Bihar,Pharmacy,Tier 2,Field sales,2026-01-21,1,1,1,0,0,0,2026-01-24,2026-01-26,2026-01-31,,
M003612,Karnataka,Kirana/Grocery,Tier 2,Referral,2026-03-07,1,1,0,0,0,0,2026-03-08,2026-03-07,,,
M003613,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2026-02-08,0,0,0,0,0,0,,,,,
M003614,Maharashtra,Pharmacy,Tier 3+,Field sales,2025-07-28,1,1,1,0,0,0,2025-07-29,2025-07-28,2025-08-07,,
M003615,West Bengal,Kirana/Grocery,Tier 2,Online,2026-04-01,1,0,0,0,0,0,2026-04-03,,,,
M003616,Maharashtra,Fashion/Retail,Tier 2,Organic QR,2025-12-11,1,1,0,0,0,0,2025-12-12,2025-12-11,,,
M003617,Uttar Pradesh,Services,Tier 1,Partner,2025-07-19,0,0,0,0,0,0,,,,,
M003618,Madhya Pradesh,Food & Beverage,Tier 2,Partner,2025-11-27,1,1,1,1,0,1,2025-11-27,2025-11-27,2025-12-07,2025-12-24,2025-12-19
M003619,Karnataka,Kirana/Grocery,Tier 2,Field sales,2025-12-06,0,0,0,0,0,0,,,,,
M003620,Karnataka,Other,Tier 3+,Field sales,2025-08-01,1,0,0,0,0,0,2025-08-02,,,,
M003621,Madhya Pradesh,Pharmacy,Tier 1,Organic QR,2026-06-29,1,0,0,0,0,0,2026-07-02,,,,
M003622,Karnataka,Fashion/Retail,Tier 3+,Field sales,2025-09-20,1,1,0,0,0,0,2025-09-21,2025-09-23,,,
M003623,Maharashtra,Pharmacy,Tier 1,Field sales,2025-10-29,1,1,1,1,0,0,2025-10-29,2025-11-02,2025-11-07,2025-11-23,
M003624,Uttar Pradesh,Services,Tier 2,Partner,2025-12-08,1,0,0,0,0,0,2025-12-08,,,,
M003625,Maharashtra,Other,Tier 2,Field sales,2026-04-30,0,0,0,0,0,0,,,,,
M003626,West Bengal,Services,Tier 2,Field sales,2026-03-29,1,1,1,1,1,0,2026-04-01,2026-04-01,2026-04-02,2026-04-24,
M003627,Rajasthan,Services,Tier 2,Organic QR,2026-04-08,1,1,0,0,0,0,2026-04-11,2026-04-08,,,
M003628,Rajasthan,Kirana/Grocery,Tier 1,Organic QR,2025-09-25,1,1,1,1,0,0,2025-09-25,2025-09-25,2025-10-03,2025-10-23,
M003629,Karnataka,Kirana/Grocery,Tier 1,Partner,2026-05-05,1,0,0,0,0,0,2026-05-05,,,,
M003630,Bihar,Pharmacy,Tier 3+,Field sales,2026-04-29,1,0,0,0,0,0,2026-05-01,,,,
M003631,Rajasthan,Food & Beverage,Tier 1,Partner,2025-12-17,1,0,0,0,0,0,2025-12-18,,,,
M003632,Maharashtra,Pharmacy,Tier 3+,Referral,2026-01-16,0,0,0,0,0,0,,,,,
M003633,West Bengal,Other,Tier 3+,Organic QR,2025-07-14,1,0,0,0,0,0,2025-07-15,,,,
M003634,Uttar Pradesh,Food & Beverage,Tier 1,Referral,2026-04-04,1,1,0,0,0,0,2026-04-07,2026-04-08,,,
M003635,Madhya Pradesh,Kirana/Grocery,Tier 3+,Organic QR,2026-06-16,1,1,1,0,0,0,2026-06-19,2026-06-18,2026-06-25,,
M003636,Karnataka,Services,Tier 3+,Field sales,2025-12-20,1,1,1,1,0,0,2025-12-22,2025-12-20,2025-12-27,2026-01-15,
M003637,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-01-14,1,1,1,1,1,0,2026-01-16,2026-01-16,2026-01-19,2026-02-11,
M003638,Bihar,Fashion/Retail,Tier 3+,Organic QR,2025-12-30,1,0,0,0,0,0,2025-12-30,,,,
M003639,Madhya Pradesh,Services,Tier 2,Online,2025-07-31,1,0,0,0,0,0,2025-07-31,,,,
M003640,Uttar Pradesh,Food & Beverage,Tier 3+,Field sales,2026-02-12,0,0,0,0,0,0,,,,,
M003641,Maharashtra,Services,Tier 1,Field sales,2026-03-21,0,0,0,0,0,0,,,,,
M003642,Madhya Pradesh,Services,Tier 1,Online,2026-06-04,1,1,1,1,0,0,2026-06-07,2026-06-06,2026-06-14,2026-07-02,
M003643,Karnataka,Food & Beverage,Tier 3+,Field sales,2026-06-05,0,0,0,0,0,0,,,,,
M003644,Telangana,Kirana/Grocery,Tier 1,Partner,2025-12-27,1,1,1,1,1,1,2025-12-27,2025-12-29,2026-01-04,2026-01-17,2026-01-11
M003645,Rajasthan,Food & Beverage,Tier 2,Field sales,2026-06-16,1,1,0,0,0,0,2026-06-18,2026-06-17,,,
M003646,Maharashtra,Other,Tier 2,Online,2026-01-09,0,0,0,0,0,0,,,,,
M003647,Maharashtra,Kirana/Grocery,Tier 2,Field sales,2026-02-20,0,0,0,0,0,0,,,,,
M003648,Maharashtra,Food & Beverage,Tier 3+,Partner,2026-02-05,1,1,0,0,0,0,2026-02-06,2026-02-07,,,
M003649,West Bengal,Kirana/Grocery,Tier 1,Organic QR,2026-06-30,1,0,0,0,0,0,2026-06-30,,,,
M003650,Telangana,Food & Beverage,Tier 1,Online,2026-03-27,1,1,1,1,0,0,2026-03-29,2026-03-28,2026-04-04,2026-04-25,
M003651,Rajasthan,Kirana/Grocery,Tier 2,Online,2025-08-13,1,1,1,1,1,1,2025-08-13,2025-08-17,2025-08-23,2025-09-10,2025-10-05
M003652,West Bengal,Pharmacy,Tier 3+,Referral,2025-07-27,1,0,0,0,0,0,2025-07-30,,,,
M003653,Rajasthan,Kirana/Grocery,Tier 3+,Field sales,2025-11-27,1,1,1,0,0,0,2025-11-27,2025-11-30,2025-11-30,,
M003654,Uttar Pradesh,Services,Tier 1,Organic QR,2026-01-05,1,1,0,0,0,0,2026-01-05,2026-01-10,,,
M003655,Uttar Pradesh,Kirana/Grocery,Tier 3+,Online,2026-03-02,1,1,1,0,0,0,2026-03-04,2026-03-08,2026-03-09,,
M003656,Telangana,Food & Beverage,Tier 2,Partner,2025-12-23,0,0,0,0,0,0,,,,,
M003657,Rajasthan,Kirana/Grocery,Tier 3+,Online,2026-01-04,0,0,0,0,0,0,,,,,
M003658,West Bengal,Pharmacy,Tier 1,Referral,2026-06-02,1,1,1,0,0,0,2026-06-03,2026-06-05,2026-06-11,,
M003659,Madhya Pradesh,Other,Tier 2,Field sales,2025-10-31,1,1,1,1,0,1,2025-11-01,2025-11-07,2025-11-06,2025-12-04,2026-01-25
M003660,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-12-28,1,1,0,0,0,0,2025-12-29,2026-01-04,,,
M003661,Telangana,Other,Tier 2,Field sales,2026-01-20,1,1,1,1,0,0,2026-01-22,2026-01-23,2026-01-24,2026-02-16,
M003662,West Bengal,Food & Beverage,Tier 1,Partner,2025-12-18,1,0,0,0,0,0,2025-12-20,,,,
M003663,Maharashtra,Services,Tier 2,Organic QR,2026-06-19,0,0,0,0,0,0,,,,,
M003664,Madhya Pradesh,Pharmacy,Tier 2,Field sales,2026-06-17,1,0,0,0,0,0,2026-06-20,,,,
M003665,Karnataka,Kirana/Grocery,Tier 2,Partner,2026-01-04,1,1,0,0,0,0,2026-01-04,2026-01-08,,,
M003666,Bihar,Food & Beverage,Tier 2,Field sales,2025-12-12,1,1,1,1,0,1,2025-12-13,2025-12-15,2025-12-19,2026-01-07,2026-01-23
M003667,Madhya Pradesh,Kirana/Grocery,Tier 1,Organic QR,2026-01-31,1,1,1,0,0,0,2026-02-02,2026-02-05,2026-02-09,,
M003668,Uttar Pradesh,Pharmacy,Tier 3+,Organic QR,2025-09-05,1,1,1,0,0,0,2025-09-08,2025-09-05,2025-09-12,,
M003669,Karnataka,Food & Beverage,Tier 2,Organic QR,2025-12-03,1,1,0,0,0,0,2025-12-05,2025-12-06,,,
M003670,Madhya Pradesh,Other,Tier 2,Field sales,2025-09-18,1,1,0,0,0,0,2025-09-21,2025-09-21,,,
M003671,Telangana,Kirana/Grocery,Tier 3+,Partner,2025-08-22,0,0,0,0,0,0,,,,,
M003672,Telangana,Other,Tier 2,Referral,2025-08-04,1,1,1,0,0,0,2025-08-06,2025-08-11,2025-08-14,,
M003673,Uttar Pradesh,Kirana/Grocery,Tier 1,Partner,2026-01-31,1,1,0,0,0,0,2026-02-02,2026-02-06,,,
M003674,Uttar Pradesh,Services,Tier 2,Online,2025-07-01,1,0,0,0,0,0,2025-07-03,,,,
M003675,Bihar,Food & Beverage,Tier 3+,Field sales,2026-02-21,1,1,1,1,1,0,2026-02-21,2026-02-25,2026-02-28,2026-03-15,
M003676,Maharashtra,Kirana/Grocery,Tier 1,Field sales,2025-12-05,1,1,1,1,0,0,2025-12-06,2025-12-09,2025-12-09,2025-12-27,
M003677,Uttar Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-11-11,1,1,1,0,0,0,2025-11-14,2025-11-16,2025-11-15,,
M003678,West Bengal,Services,Tier 1,Partner,2026-04-07,0,0,0,0,0,0,,,,,
M003679,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-01-13,1,1,1,1,0,1,2026-01-16,2026-01-13,2026-01-16,2026-02-11,2026-01-26
M003680,Uttar Pradesh,Services,Tier 2,Online,2026-03-25,1,1,0,0,0,0,2026-03-25,2026-03-29,,,
M003681,Rajasthan,Other,Tier 3+,Organic QR,2026-03-16,1,0,0,0,0,0,2026-03-17,,,,
M003682,West Bengal,Food & Beverage,Tier 2,Referral,2025-07-12,1,1,1,1,1,0,2025-07-15,2025-07-15,2025-07-20,2025-08-07,
M003683,Rajasthan,Kirana/Grocery,Tier 1,Organic QR,2025-09-17,0,0,0,0,0,0,,,,,
M003684,Madhya Pradesh,Kirana/Grocery,Tier 2,Partner,2026-01-25,1,1,0,0,0,0,2026-01-28,2026-01-31,,,
M003685,Karnataka,Kirana/Grocery,Tier 3+,Organic QR,2026-06-22,1,0,0,0,0,0,2026-06-24,,,,
M003686,Telangana,Food & Beverage,Tier 1,Organic QR,2025-08-26,1,0,0,0,0,0,2025-08-28,,,,
M003687,West Bengal,Pharmacy,Tier 1,Referral,2025-08-08,1,1,0,0,0,0,2025-08-11,2025-08-13,,,
M003688,West Bengal,Kirana/Grocery,Tier 3+,Field sales,2026-06-09,1,1,1,0,0,0,2026-06-11,2026-06-15,2026-06-18,,
M003689,Uttar Pradesh,Kirana/Grocery,Tier 2,Online,2026-06-18,1,0,0,0,0,0,2026-06-21,,,,
M003690,Uttar Pradesh,Services,Tier 1,Partner,2025-08-31,0,0,0,0,0,0,,,,,
M003691,Uttar Pradesh,Food & Beverage,Tier 1,Partner,2025-11-24,1,1,1,0,0,0,2025-11-27,2025-11-24,2025-11-27,,
M003692,Maharashtra,Services,Tier 2,Field sales,2026-02-14,1,0,0,0,0,0,2026-02-15,,,,
M003693,West Bengal,Other,Tier 2,Field sales,2025-09-10,1,1,1,0,0,0,2025-09-13,2025-09-16,2025-09-19,,
M003694,Madhya Pradesh,Kirana/Grocery,Tier 2,Field sales,2025-10-28,1,0,0,0,0,0,2025-10-29,,,,
M003695,Uttar Pradesh,Services,Tier 2,Partner,2025-11-22,1,1,1,0,0,0,2025-11-22,2025-11-27,2025-11-30,,
M003696,Karnataka,Fashion/Retail,Tier 3+,Field sales,2026-02-20,1,1,1,0,0,0,2026-02-20,2026-02-20,2026-02-28,,
M003697,Telangana,Pharmacy,Tier 1,Online,2025-10-21,0,0,0,0,0,0,,,,,
M003698,Maharashtra,Pharmacy,Tier 2,Online,2025-11-28,1,1,0,0,0,0,2025-11-30,2025-12-03,,,
M003699,Bihar,Fashion/Retail,Tier 2,Field sales,2025-10-14,1,0,0,0,0,0,2025-10-17,,,,
M003700,Uttar Pradesh,Services,Tier 2,Partner,2026-04-04,1,1,0,0,0,0,2026-04-04,2026-04-08,,,
M003701,Karnataka,Services,Tier 2,Field sales,2025-08-25,1,0,0,0,0,0,2025-08-27,,,,
M003702,Rajasthan,Pharmacy,Tier 2,Field sales,2025-09-23,1,1,1,1,1,0,2025-09-23,2025-09-24,2025-09-29,2025-10-21,
M003703,West Bengal,Pharmacy,Tier 3+,Field sales,2025-09-30,1,0,0,0,0,0,2025-10-02,,,,
M003704,Maharashtra,Pharmacy,Tier 1,Referral,2026-05-27,1,1,1,1,1,0,2026-05-30,2026-05-31,2026-06-02,2026-06-20,
M003705,Uttar Pradesh,Food & Beverage,Tier 1,Online,2026-06-10,1,1,0,0,0,0,2026-06-12,2026-06-16,,,
M003706,Uttar Pradesh,Fashion/Retail,Tier 2,Field sales,2025-12-30,0,0,0,0,0,0,,,,,
M003707,Maharashtra,Kirana/Grocery,Tier 2,Field sales,2025-08-27,1,1,1,1,0,0,2025-08-30,2025-08-30,2025-08-30,2025-09-18,
M003708,Uttar Pradesh,Kirana/Grocery,Tier 1,Organic QR,2026-04-02,1,1,0,0,0,0,2026-04-05,2026-04-04,,,
M003709,Rajasthan,Food & Beverage,Tier 3+,Organic QR,2025-12-27,0,0,0,0,0,0,,,,,
M003710,Maharashtra,Kirana/Grocery,Tier 3+,Field sales,2026-05-07,1,0,0,0,0,0,2026-05-09,,,,
M003711,Maharashtra,Services,Tier 2,Referral,2025-11-09,1,1,1,1,1,0,2025-11-09,2025-11-11,2025-11-18,2025-12-14,
M003712,Madhya Pradesh,Kirana/Grocery,Tier 2,Online,2026-06-30,1,1,1,1,1,0,2026-07-01,2026-07-05,2026-07-08,2026-07-30,
M003713,Telangana,Services,Tier 1,Organic QR,2026-04-21,1,1,1,1,0,0,2026-04-21,2026-04-27,2026-04-29,2026-05-19,
M003714,Rajasthan,Services,Tier 2,Online,2025-09-20,1,0,0,0,0,0,2025-09-23,,,,
M003715,Rajasthan,Kirana/Grocery,Tier 2,Partner,2026-03-22,1,1,0,0,0,0,2026-03-22,2026-03-28,,,
M003716,Madhya Pradesh,Kirana/Grocery,Tier 3+,Organic QR,2025-10-13,1,1,1,1,1,1,2025-10-16,2025-10-15,2025-10-23,2025-11-09,2025-12-11
M003717,Bihar,Services,Tier 2,Referral,2025-11-05,1,1,1,0,0,0,2025-11-07,2025-11-08,2025-11-14,,
